id;product_id;brand;store_id;presentation;price;date
21;Deviled Ham;Underwood;Bon Bini Supermarket;120 g;5.67;28/8/23
22;Maple Ham;Underwood;Bon Bini Supermarket;120 g;5.67;28/8/23
23;Atun en Agua;Van Camps;Bon Bini Supermarket;160 g;3.23;28/8/23
24;Atun en Aceite ;Van Camps;Bon Bini Supermarket;160 g;3.53;28/8/23
25;Atun en Aceite de Oliva;Van Camps;Bon Bini Supermarket;160 g;3.96;28/8/23
26;Atun Maiz y Vegetales;Van Camps;Bon Bini Supermarket;150 g;2.93;28/8/23
27;Atun en Agua;Perfect Catch;Bon Bini Supermarket;160 g;3.34;28/8/23
28;Atun en Agua;Sa-Pac;Bon Bini Supermarket;160 g;3.12;28/8/23
29;Atun en Aceite ;Sa-Pac;Bon Bini Supermarket;160 g;3.8;28/8/23
30;Atun en Agua;Gomes;Bon Bini Supermarket;160 g;3.83;28/8/23
31;Atun en Aceite ;Gomes;Bon Bini Supermarket;160 g;3.83;28/8/23
32;Smoked Pork Chop;Otra ;Bon Bini Supermarket;1 kg;22.95;28/8/23
33;Smoked Pork Chop;Mr Raucher;Alves Supermarket;1 kg;20.99;28/8/23
34;Atun en Agua;Van Camps;Alves Supermarket;160 g;3.29;28/8/23
35;Atun en Aceite ;Van Camps;Alves Supermarket;160 g;3.53;28/8/23
36;Atun en Aceite ;Gomes;Alves Supermarket;160 g;3.99;28/8/23
37;Atun en Agua;Gomes;Alves Supermarket;160 g;3.99;28/8/23
38;Atun en Agua;Sa-Pac;Alves Supermarket;160 g;3.41;28/8/23
39;Atun en Aceite ;Sa-Pac;Alves Supermarket;160 g;3.61;28/8/23
40;Atun en Agua;Perfect Catch;Alves Supermarket;160 g;3.64;28/8/23
41;Atun en Aceite ;Van Camps;Esperamos Supermarket;160 g;3.64;28/8/23
42;Atun en Agua;Van Camps;Esperamos Supermarket;160 g;3.34;28/8/23
43;Atun en Finas Hierbas;Van Camps;Esperamos Supermarket;160 g;4.1;28/8/23
44;Atun en Aceite de Oliva;Van Camps;Esperamos Supermarket;160 g;4.1;28/8/23
45;Atun Maiz y Vegetales;Van Camps;Esperamos Supermarket;150 g;3.02;28/8/23
46;Atun Champiñones ;Van Camps;Esperamos Supermarket;150 g;3.7;28/8/23
47;Atun en Aceite ;Bala;Esperamos Supermarket;160 g;2.9;28/8/23
48;Atun en Aceite ;Gomes;Esperamos Supermarket;160 g;4;28/8/23
49;Atun en Agua;Gomes;Esperamos Supermarket;160 g;4;28/8/23
50;Atun en Agua;Sa-Pac;Esperamos Supermarket;160 g;3.38;28/8/23
51;Atun en Aceite ;Sa-Pac;Esperamos Supermarket;160 g;3.43;28/8/23
52;Deviled Ham;Underwood;Esperamos Supermarket;120 g;6.46;28/8/23
53;Smoked Chicken Breast ;Mr Raucher;Esperamos Supermarket;1 kg;29.98;28/8/23
54;Smoked Pork Chop;Mr Raucher;Esperamos Supermarket;1 kg;21.6;28/8/23
55;Atun en Agua;Van Camps;Centrum Supermarket Piscadera;160 g;3.21;28/8/23
57;Atun en Aceite de Oliva;Van Camps;Centrum Supermarket Piscadera;160 g;4.17;28/8/23
58;Atun en Agua;Perfect Catch;Centrum Supermarket Piscadera;160 g;3.45;28/8/23
59;Atun en Agua;Sa-Pac;Centrum Supermarket Piscadera;160 g;3.15;28/8/23
60;Atun en Aceite ;Sa-Pac;Centrum Supermarket Piscadera;160 g;3.33;28/8/23
61;Atun en Agua;Gomes;Centrum Supermarket Piscadera;160 g;3.69;28/8/23
62;Atun en Aceite ;Gomes;Centrum Supermarket Piscadera;160 g;3.69;28/8/23
63;Deviled Ham;Underwood;Centrum Supermarket Piscadera;120 g;5.23;28/8/23
64;Maple Ham;Underwood;Centrum Supermarket Piscadera;120 g;6.77;28/8/23
65;Smoked Chicken Breast ;Mr Raucher;Centrum Supermarket Piscadera;1 kg;25.1;28/8/23
66;Smoked Pork Chop;Mr Raucher;Centrum Supermarket Piscadera;1 kg;18.2;28/8/23
67;Roast Beef;Underwood;Centrum Supermarket Piscadera;120 g;5.02;28/8/23
68;Liverwurst;Underwood;Centrum Supermarket Piscadera;120 g;5.23;28/8/23
69;Deviled Ham;Underwood;Mangusa Hypermarket;120 g;5.66;28/8/23
70;Maple Ham;Underwood;Mangusa Hypermarket;120 g;5.67;28/8/23
71;Chicken Spread;Underwood;Mangusa Hypermarket;120 g;6.23;28/8/23
72;Liverwurst;Underwood;Mangusa Hypermarket;120 g;6.23;28/8/23
73;Roast Beef;Underwood;Mangusa Hypermarket;120 g;5.67;28/8/23
74;Atun en Agua;Van Camps;Mangusa Hypermarket;160 g;3.25;28/8/23
75;Atun en Aceite ;Van Camps;Mangusa Hypermarket;160 g;3.55;28/8/23
76;Atun en Aceite de Oliva;Van Camps;Mangusa Hypermarket;160 g;3.95;28/8/23
77;Atun en Finas Hierbas;Van Camps;Mangusa Hypermarket;160 g;3.95;28/8/23
78;Atun Maiz y Vegetales;Van Camps;Mangusa Hypermarket;150 g;3.15;28/8/23
79;Atun en Agua;Bala;Mangusa Hypermarket;160 g;2.45;28/8/23
80;Atun en Aceite ;Bala;Mangusa Hypermarket;160 g;2.8;28/8/23
81;Atun en Agua;Gomes;Mangusa Hypermarket;160 g;3.63;28/8/23
82;Atun en Aceite ;Gomes;Mangusa Hypermarket;160 g;3.63;28/8/23
83;Atun en Agua;Sa-Pac;Mangusa Hypermarket;160 g;3.26;28/8/23
84;Atun en Aceite ;Sa-Pac;Mangusa Hypermarket;160 g;3.43;28/8/23
85;Smoked Pork Chop;Mr Raucher;Mangusa Hypermarket;1 kg;16.95;28/8/23
86;Smoked Chicken Breast ;Mr Raucher;Mangusa Hypermarket;1 kg;19.95;28/8/23
87;Deviled Ham;Underwood;Prince Shop ;120 g;5.95;28/8/23
88;Atun en Agua;Perfect Catch;Prince Shop ;160 g;3.1;28/8/23
89;Atun en Agua;Gomes;Prince Shop ;160 g;4.1;28/8/23
90;Atun en Aceite ;Gomes;Prince Shop ;160 g;4.1;28/8/23
91;Atun en Agua;Sa-Pac;Prince Shop ;160 g;3.3;28/8/23
92;Deviled Ham;Underwood;Luna Park Supermarket;120 g;6.4;28/8/23
93;Maple Ham;Underwood;Luna Park Supermarket;120 g;6.4;28/8/23
94;Roast Beef;Underwood;Luna Park Supermarket;120 g;5.85;28/8/23
95;Atun en Agua;Van Camps;Luna Park Supermarket;160 g;3.4;28/8/23
97;Atun Maiz y Vegetales;Van Camps;Luna Park Supermarket;150 g;3.1;28/8/23
98;Atun en Agua;Perfect Catch;Luna Park Supermarket;160 g;3.75;28/8/23
99;Atun en Aceite ;Sa-Pac;Luna Park Supermarket;160 g;3.4;28/8/23
100;Atun en Agua;Sa-Pac;Luna Park Supermarket;160 g;3.5;28/8/23
101;Atun en Aceite ;Bala;Luna Park Supermarket;160 g;2.95;28/8/23
102;Atun en Agua;Bala;Luna Park Supermarket;160 g;2.75;28/8/23
103;Atun en Agua;Gomes;Luna Park Supermarket;160 g;4.15;28/8/23
104;Atun en Aceite ;Gomes;Luna Park Supermarket;160 g;4.15;28/8/23
105;Atun en Agua;Blue Pacific ;Luna Park Supermarket;160 g;4.1;28/8/23
106;Atun en Aceite ;Blue Pacific ;Luna Park Supermarket;160 g;4.1;28/8/23
107;Smoked Pork Chop;Otra ;Vreugdenhil Supermarket;1 kg;14.99;28/8/23
108;Atun en Agua;Bala;Vreugdenhil Supermarket;160 g;2.79;28/8/23
109;Atun en Aceite ;Bala;Vreugdenhil Supermarket;160 g;2.98;28/8/23
110;Atun en Agua;Blue Pacific ;Vreugdenhil Supermarket;160 g;4.14;28/8/23
111;Atun en Aceite ;Blue Pacific ;Vreugdenhil Supermarket;160 g;4.14;28/8/23
112;Atun en Agua;Gomes;Vreugdenhil Supermarket;160 g;4.02;28/8/23
113;Atun en Agua;Sa-Pac;Vreugdenhil Supermarket;160 g;3.28;28/8/23
114;Atun en Aceite ;Sa-Pac;Vreugdenhil Supermarket;160 g;3.47;28/8/23
115;Atun en Agua;Sa-Pac;Esperamos Supermarket CCS;160 g;3.24;28/8/23
116;Atun en Aceite ;Sa-Pac;Esperamos Supermarket CCS;160 g;3.43;28/8/23
117;Smoked Chicken Breast ;Mr Raucher;Esperamos Supermarket CCS;1 kg;29.98;28/8/23
118;Smoked Pork Chop;Mr Raucher;Esperamos Supermarket CCS;1 kg;21.6;28/8/23
119;Atun en Aceite ;Gomes;Esperamos Supermarket CCS;160 g;4.05;28/8/23
56;Atun en Aceite ;Van Camps;Centrum Supermarket Piscadera;160 g;3.5;28/8/23
96;Atun en Aceite ;Van Camps;Luna Park Supermarket;160 g;3.7;28/8/23
120;Smoked Pork Chop;Mr Raucher;Centrum Supermarket Piscadera;1 kg;18.2;28/8/23
121;Atun en Agua;Van Camps;Centrum Supermarket Mahaai;160 g;3.21;31/8/23
122;Atun en Aceite de Oliva;Van Camps;Centrum Supermarket Mahaai;160 g;4.17;31/8/23
123;Atun en Aceite ;Van Camps;Centrum Supermarket Mahaai;160 g;3.5;31/8/23
124;Atun en Aceite ;Gomes;Centrum Supermarket Mahaai;160 g;3.69;31/8/23
125;Atun en Aceite ;Blue Pacific ;Centrum Supermarket Mahaai;160 g;3.99;31/8/23
126;Atun en Agua;Blue Pacific ;Centrum Supermarket Mahaai;160 g;3.99;31/8/23
127;Smoked Pork Chop;Mr Raucher;Centrum Supermarket Mahaai;1 kg;18.2;31/8/23
129;Atun en Agua;Van Camps;Centrum Supermarket Piscadera;160 g;3.21;31/8/23
128;Smoked Chicken Breast ;Mr Raucher;Centrum Supermarket Mahaai;1 kg;25.1;31/8/23
130;Atun en Agua;Van Camps;Bon Bini Supermarket;160 g;3.23;18/9/23
131;Atun Maiz y Vegetales;Van Camps;Bon Bini Supermarket;150 g;2.93;18/9/23
132;Atun en Aceite ;Van Camps;Bon Bini Supermarket;160 g;3.53;18/9/23
133;Atun en Aceite de Oliva;Van Camps;Bon Bini Supermarket;160 g;3.96;18/9/23
134;Atun en Aceite ;Perfect Catch;Bon Bini Supermarket;160 g;3.18;18/9/23
135;Atun en Agua;Perfect Catch;Bon Bini Supermarket;160 g;3.18;18/9/23
136;Atun en Agua;Sa-Pac;Bon Bini Supermarket;160 g;3.12;18/9/23
137;Atun en Aceite ;Sa-Pac;Bon Bini Supermarket;160 g;3.8;18/9/23
138;Atun en Aceite ;Gomes;Bon Bini Supermarket;160 g;3.83;18/9/23
139;Atun en Agua;Gomes;Bon Bini Supermarket;160 g;3.83;18/9/23
140;Smoked Pork Chop;Otra ;Bon Bini Supermarket;1 kg;22.95;18/9/23
141;Atun en Aceite ;Perfect Catch;Alves Supermarket;160 g;3.22;18/9/23
142;Atun en Agua;Perfect Catch;Alves Supermarket;160 g;3.33;18/9/23
143;Atun en Agua;Sa-Pac;Alves Supermarket;160 g;3.41;18/9/23
144;Atun en Aceite ;Sa-Pac;Alves Supermarket;160 g;3.61;18/9/23
145;Atun en Agua;Gomes;Alves Supermarket;160 g;3.99;18/9/23
146;Atun en Agua;Van Camps;Alves Supermarket;160 g;3.29;18/9/23
147;Atun en Aceite ;Van Camps;Alves Supermarket;160 g;3.53;18/9/23
148;Smoked Pork Chop;Mr Raucher;Alves Supermarket;1 kg;22.74;18/9/23
149;Smoked Chicken Breast ;Mr Raucher;Carrefour Market;1 kg;24.84;18/9/23
150;Smoked Chicken Ham ;Mr Raucher;Alves Supermarket;1 kg;23.52;18/9/23
151;Atun en Agua;Van Camps;Carrefour Market;160 g;3.41;18/9/23
152;Atun en Finas Hierbas;Van Camps;Carrefour Market;160 g;4.18;18/9/23
153;Atun en Aceite de Oliva;Van Camps;Carrefour Market;160 g;3.72;18/9/23
154;Atun en Aceite ;Van Camps;Carrefour Market;160 g;3.72;18/9/23
155;Atun en Agua;Gomes;Carrefour Market;160 g;4.26;18/9/23
156;Atun en Aceite ;Gomes;Carrefour Market;160 g;4.26;18/9/23
157;Atun en Agua;Gomes;Carrefour Market;160 g;4.26;18/9/23
158;Smoked Pork Chop;Mr Raucher;Centrum Supermarket Piscadera;1 kg;18.2;18/9/23
159;Smoked Pork Loin;Mr Raucher;Centrum Supermarket Piscadera;1 kg;21.24;18/9/23
160;Smoked Chicken Breast ;Mr Raucher;Centrum Supermarket Piscadera;1 kg;25.1;18/9/23
161;Atun en Aceite de Oliva;Van Camps;Centrum Supermarket Piscadera;160 g;4.17;18/9/23
162;Atun en Agua;Van Camps;Centrum Supermarket Piscadera;160 g;3.21;18/9/23
163;Atun en Aceite ;Van Camps;Centrum Supermarket Piscadera;160 g;3.5;18/9/23
164;Atun en Aceite ;Perfect Catch;Centrum Supermarket Piscadera;160 g;3.24;18/9/23
165;Atun en Agua;Perfect Catch;Centrum Supermarket Piscadera;160 g;3.29;18/9/23
166;Atun en Agua;Sa-Pac;Centrum Supermarket Piscadera;160 g;3.28;18/9/23
167;Atun en Aceite ;Sa-Pac;Centrum Supermarket Piscadera;160 g;3.46;18/9/23
168;Atun en Aceite ;Gomes;Centrum Supermarket Piscadera;160 g;3.69;18/9/23
169;Atun en Agua;Gomes;Centrum Supermarket Piscadera;160 g;3.69;18/9/23
170;Smoked Pork Chop;Mr Raucher;Esperamos Supermarket;1 kg;21.6;18/9/23
171;Smoked Chicken Breast ;Mr Raucher;Esperamos Supermarket;1 kg;29.98;18/9/23
172;Deviled Ham;Underwood;Esperamos Supermarket;120 g;6.46;18/9/23
173;Atun en Finas Hierbas;Van Camps;Esperamos Supermarket;160 g;4.1;18/9/23
174;Atun en Agua;Van Camps;Esperamos Supermarket;160 g;3.34;18/9/23
175;Atun en Aceite ;Van Camps;Esperamos Supermarket;160 g;3.64;18/9/23
176;Atun en Aceite ;Sa-Pac;Esperamos Supermarket;160 g;3.43;18/9/23
177;Atun en Agua;Sa-Pac;Esperamos Supermarket;160 g;3.38;18/9/23
178;Atun en Aceite ;Blue Pacific ;Esperamos Supermarket;160 g;4.01;18/9/23
179;Atun en Agua;Blue Pacific ;Esperamos Supermarket;160 g;4.01;18/9/23
180;Round Smoked Shoulder ;Mr Raucher;Centrum Supermarket Mahaai;1 kg;21.62;18/9/23
181;Smoked Chicken Ham ;Mr Raucher;Centrum Supermarket Mahaai;1 kg;28.88;18/9/23
182;Smoked Chicken Ham Olive;Mr Raucher;Centrum Supermarket Mahaai;1 kg;17.48;18/9/23
183;Smoked Pork Chop;Mr Raucher;Centrum Supermarket Mahaai;1 kg;18.2;18/9/23
184;Smoked Chicken Breast ;Mr Raucher;Centrum Supermarket Mahaai;1 kg;25.1;18/9/23
185;Atun en Aceite ;Sa-Pac;Best Buy Supermarket;160 g;3.85;18/9/23
186;Deviled Ham;Underwood;Best Buy Supermarket;120 g;6.85;18/9/23
187;Deviled Ham;Underwood;Mangusa Supermarket;120 g;5.66;27/9/23
188;Roast Beef;Underwood;Mangusa Supermarket;120 g;6.23;27/9/23
189;Maple Ham;Underwood;Mangusa Supermarket;120 g;5.67;27/9/23
190;Atun en Aceite ;Bala;Mangusa Supermarket;160 g;2.8;27/9/23
191;Atun en Finas Hierbas;Van Camps;Mangusa Supermarket;160 g;3.95;27/9/23
192;Atun en Aceite de Oliva;Van Camps;Mangusa Supermarket;160 g;3.95;27/9/23
193;Atun en Aceite ;Van Camps;Mangusa Supermarket;160 g;3.55;27/9/23
194;Atun en Agua;Van Camps;Mangusa Supermarket;160 g;3.25;27/9/23
195;Atun en Agua;Gomes;Mangusa Supermarket;160 g;3.63;27/9/23
196;Atun en Aceite ;Perfect Catch;Mangusa Supermarket;160 g;3.18;27/9/23
197;Atun Maiz y Vegetales;Van Camps;Mangusa Supermarket;150 g;3.15;27/9/23
198;Atun en Agua;Sa-Pac;Mangusa Supermarket;160 g;3.26;27/9/23
199;Atun en Aceite ;Sa-Pac;Mangusa Supermarket;160 g;3.43;27/9/23
200;Atun en Agua;Perfect Catch;Mangusa Supermarket;160 g;3.18;27/9/23
201;Atun en Agua;Perfect Catch;Bon Bini Supermarket;160 g;3.18;2/10/23
202;Atun en Aceite ;Perfect Catch;Bon Bini Supermarket;160 g;3.18;2/10/23
203;Atun en Aceite ;Sa-Pac;Bon Bini Supermarket;160 g;3.8;2/10/23
204;Atun en Agua;Sa-Pac;Bon Bini Supermarket;160 g;3.25;2/10/23
205;Atun en Agua;Van Camps;Bon Bini Supermarket;160 g;3.23;2/10/23
206;Atun en Aceite ;Van Camps;Mangusa Hypermarket;160 g;3.53;2/10/23
207;Atun en Aceite de Oliva;Van Camps;Bon Bini Supermarket;160 g;3.96;2/10/23
208;Atun Maiz y Vegetales;Van Camps;Bon Bini Supermarket;150 g;2.93;2/10/23
209;Atun en Agua;Gomes;Bon Bini Supermarket;160 g;3.83;2/10/23
210;Atun en Aceite ;Gomes;Bon Bini Supermarket;160 g;3.83;2/10/23
211;Aceite de Soya;Nika;Bon Bini Supermarket;1 lt;6.57;2/10/23
212;Aceite de Soya;Crisol;Bon Bini Supermarket;1 lt;7.99;2/10/23
213;Aceite de Soya;Dioro;Bon Bini Supermarket;1 lt;6.67;2/10/23
214;Aceite de Girasol;Kent;Bon Bini Supermarket;1 lt;6.81;2/10/23
215;Aceite de Soya;Ambar;Bon Bini Supermarket;900 ml;5.99;2/10/23
216;Smoked Pork Chop;Mr Raucher;Alves Supermarket;1 kg;22.74;2/10/23
217;Atun en Agua;Perfect Catch;Alves Supermarket;160 g;3.33;2/10/23
218;Atun en Aceite ;Perfect Catch;Alves Supermarket;160 g;3.22;2/10/23
219;Atun en Agua;Gomes;Alves Supermarket;160 g;3.99;2/10/23
220;Atun en Agua;Van Camps;Alves Supermarket;160 g;3.29;2/10/23
221;Atun en Aceite ;Van Camps;Alves Supermarket;160 g;3.53;2/10/23
